,company,title,source,head,url
0,라온,"라온피플, 자사주 16.7만주 소각...주주친화정책 강화",ZDNet Korea언론사 선정, 라온피플은 보유중인 자사주 16만7천850주의 소각을 결정했다고 12일 공시했다. 공시에 따르면 소각 예정... 라온피플은 100% 무상증자에 이은 두번째 주주친화정책으로 자사주 소각 카드를 꺼내든 만큼 주가 부양에 대한... ,https://zdnet.co.kr/view/?no=20220712152542
1,라온,"골든파워, 라온퍼스트 잡나…17일 KNN배 1600m 경마",뉴시스," 모두 '라온퍼스트'가 석권한 가운데, 국내 최초 암말 3관마 타이틀을 따내며 올해 3세 암말 최강이 된 '골든파워'가 퀸즈투어 시리즈에 처음으로 도전장을 내밀었다. 경마팬들은 골든파워가 라온퍼스트의... ",http://www.newsis.com/view/?id=NISX20220713_0001941192&cID=10811&pID=10800
2,라온,"[한국마사회 부산경남] KNN배 개최, ‘라온퍼스트 vs 골든파워’ 승자는? 外",일요신문," #KNN배 개최, ‘라온퍼스트 vs 골든파워’ 승자는? 지난 3년간 코로나로 인해 개최되지 못했던 제15회 KNN배... 지난 제1관문 동아일보배(L)와 제2관문 뚝섬배(GII)를 모두 ‘라온퍼스트’가 우승한 가운데, 국내 최초 암말... ",https://ilyo.co.kr/?ac=article_view&entry_id=432442
3,라온,"라온디어스, '캐릭터 라이선싱 페어 2022' 참가…마케팅·디자인 컨설팅 지원",아이티비즈," 콘텐츠 제작사 '라온디어스'가 14일부터 17일까지 서울 삼성동 코엑스 A홀에서 진행되는 캐릭터 라이선싱... 대구 콘텐츠 제작사 라온디어스는 캐릭터 개발, 판촉물 제작, 시각 디자인 등 디자인 제작을 하고 있으며... ",http://www.it-b.co.kr/news/articleView.html?idxno=61143
4,라온,"""CCTV부터 치아교정까지""…AI 기대주 `라온피플` [밀착취재 종목 핫라인]",한국경제TV, <기자> 경기도 분당에 위치한 AI 전문기업 `라온피플`입니다. 2010년에 설립해 2019년 코스닥에 입성했고요.... 라온피플은 이 분야만 오랜 기간 파온 만큼 기술력에 있어선 굉장한 자신감을 보였습니다. 대표의 설명 직접... ,https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202207140043&t=NNv
5,라온,"강남문화재단 일원라온영어도서관, 여름방학 독서교실 운영",시민일보, ▲ 사진제공=강남문화재단 서울 강남구(구청장 조성명) 산하 강남문화재단 일원라온영어도서관이... 프로그램 접수는 7월 19일 오전 9시부터 홈페이지를 통해 가능하며 기타 문의사항은 일원라온영어도서관을 통해 확인할... ,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160287604377652
6,라온,"라온피플, 자사주 16.7만주 소각...주주친화정책 강화",헬로티," 라온피플은 보유 중인 자사주 16만7850주의 소각을 결정했다고 공시했다. 공시에 따르면 소각 예정 금액은 29.2억원 규모, 소각 예정 주식은 16만7850주로 지난해 주가부양을 위해 취득한 물량 전부를 소각할 예정이다. 라온... ",https://www.hellot.net/news/article.html?no=69792
7,라온,영남일보 주최 대구색동회 주관 '어린이 동화구연대회' 김서연·신우빈·이정...,영남일보," '제32회 영남일보 어린이 동화구연대회'에서 김서연(유치부·라온유치원)·신우빈(초등부·달산초등 3년)... 우수지도자상은 김명희(라온유치원) 교사가 받았다. 김용주 색동회 대구지부장은 ""한 편의 동화를 재미있게... ",https://www.yeongnam.com/web/view.php?key=20220713010001635
8,라온,"시지 라온프라이빗, 가구당 7000만원 입주지원금 지원",뉴시스, 기사내용 요약 기존 혜택+가구별 특별 입주지원금 제공…실수요자 문의쇄도 라온건설은 후분양으로 공급중인 시지 라온프라이빗이 가구당 7000만원의 입주지원금을 제공하는 특별분양을 실시하자 실수요자들의 분양... ,http://www.newsis.com/view/?id=NISX20220704_0001929981&cID=10810&pID=10800
9,라온,[복기로 본 관심마] 뒷심 아쉬웠던 '터치나인' 이번엔 막판 추입력 눈길,일요신문," #라온포레스트(국6·암) 라온포레스트는 2021년 생애 첫 다승왕에 오른 서울 1조 박종곤 마방의 국내산 2세 암말이다. 7월 9일 데뷔전에서 단승식 인기 5위(단승 10.7)를 기록하며 복병 정도로 평가받았으나, 상당히 좋은... ",https://ilyo.co.kr/?ac=article_view&entry_id=432373
