,company,title,source,head,url
0,비아이씨엔지니어링,"AI 아이콘, 산업현장에 필요한 다양한 R&D 과제 발굴…AI '활용 가능성' 입증",전자신문," 특히 올해 발굴·추천된 유진에너지기술·유엠아이옵틱스·이씨플라자·비아이씨·피티오크리에이티브 등... 보일러 엔지니어링 기술을 보유한 유진에너지기술은 데이터 기반 머신러닝 기술 전문 업체 테크다스, IT... ",http://www.etnews.com/20201117000127
1,비아이씨엔지니어링,"[9일 낙찰/계약 동향] 삼호서초 물탱크 교체공사, 증도 광암아랫저수지 제당 ...",블록체인밸리," ▲ 낙찰업체 : 뉴마린엔지니어링 주식회사, 계약금액 : 17,388,000(원), 계약명 : 항로표지등 정비공사.... ▲ 낙찰업체 : (주)비아이씨엔지, 계약금액 : 21,600,000(원), 계약명 : ICT이노베이션스퀘어 냉난방 공사. 계약기관... ",http://www.fintechpost.co.kr/news/articleView.html?idxno=108016
2,비아이씨엔지니어링,"국세청, '납세자의 날' 포상 후보자 649명 공개",조세일보," 고이께코리아엔지니어링㈜ 대표이사 포상후보자 성실한 납세로 국가재정에 기여하고, 건전한 납세풍토를... 김수인 비아이씨㈜ 대표이사 포상후보자 성실한 납세로 국가재정에 기여하고, 건전한 납세풍토를 조성한... ",http://www.joseilbo.com/news/news_read.php?uid=109676&class=7
3,비아이씨엔지니어링,[55회 무역의 날] 3백만불탑 수상자(3),한국무역신문," 심종완 비아이씨(주) 김수인 비티엠테크주식회사 김재형 성운인터내셔널주식회사 김을영,이상근 실버스타케미칼(주) 정철경 썬테크엔지니어링코리아(주) 김희주 씨엔에스이엔지(주) 허난향 씨퍼스트엔지니어링 백정렬... ",http://jedam15.koreafree.co.kr/news/view.html?section=1&category=3&item=&no=47783
4,비아이씨엔지니어링,"㈜동우씨엠건설·㈜동우, 태전역 더뉴클래스 2차 협력업체 간담회",뉴스웨이, 진남엔지니어링 ▲풍산기연 ▲한백창호 ▲한영정보통신 ▲해광공영 ▲㈜쏨마피앤디 ▲우인바스텍 ▲월드칸 ▲㈜비아이씨엔지)가 참석했다. 이번 간담회에서는 ㈜동우씨엠건설에서 시행하고 ㈜동우에서 시공했던... ,http://www.newsway.co.kr/news/view?tp=1&ud=2018072009012370845
5,비아이씨엔지니어링,[제45회 납세자의 날 수상자 명단],조세일보, 최성희 - 비아이씨(주) 대표이사 김수인 - 덕산산업(주) 대표이사 윤대홍 - (주)피앤텔 대표이사 김철 - (주)... 세운엔지니어링 대표 이동헌 - (주)길성이엔지 대표이사 이교진 - (주)오성전자 대표이사 유경종 - (주)... ,http://www.joseilbo.com/news/news_read.php?uid=111789&class=7
6,비아이씨엔지니어링,올해부터 '울산시 납세왕' 선발 표창,머니투데이," 납부한 비아이씨(주)(울주군 상북면)가 각각 선정됐다. ‘성실 납세왕’은 최근 3년간 일정액 이상의... 유명엔지니어링(주), (주)이에스티 ▷소상공인(5) : 이금식(경암주유소), (주)정앤정원우, 임정현(하모니치과), (주)... ",http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2012030208388256331&outlink=1
7,비아이씨엔지니어링,[표] 신설법인 (9월 4일 ~ 9월 10일) 부산,매일경제, 5층 비아이씨홀딩스 배기빈 50 부동산 개발 우동 760-3 오션타워 1914호 센텀플랜 김현정 50 부동산매매... 씨스타엔지니어링 심달진 50 자원개발 동삼동 1125 올리브텔레콤 김영배 50 통신기기 도소매 대연동... ,http://news.mk.co.kr/news_forward.php?no=479045&year=2009
8,비아이씨엔지니어링,[부고]▶유상섭(삼성네트웍스 전무)씨 모친상外,헤럴드경제," (061)454-9345, 011-795-8404 ▶김현복(개인사업).광복(비아이씨투자 대표).명숙(광희초교 교사)씨 모친상... 연준(삼성코닝정밀유리 인프라지원실 엔지니어링팀장).연주(전 유나이티드항공 인천공항 지점장)씨... ",http://www.heraldbiz.com/SITE/data/html_dir/2008/10/08/200810080218.asp
9,비아이씨엔지니어링,[부음]김지현(서울 방산고 교사) 부친상 외,세계일보, 인프라지원실 엔지니어링 팀장)ㆍ연주씨(전 유나이티드항공 인천공항 지점장) 모친상= 6일 오후 9시20분 서울아산병원 발인 9일 오전 6시 (02)3010-2291 ▲김현복(개인사업)ㆍ광복(비아이씨투자㈜ 대표)ㆍ명숙씨... ,http://www.segye.com/Articles/NEWS/PEOPLE/Article.asp?aid=20081007004221&subctg1=&subctg2=
10,세영,안동 토종기업 세영건설…부자간 ‘편법증여’ 의혹,더팩트, 토종기업인 세영건설이 골프장을 인수하는 과정에서 부자지간 편법증여로 인한 배임 혐의로 검찰에 송치됐다. 13일 대구지방검찰청 안동지청에 따르면 지난 4월 세영건설의 설립자이자 실경영자인 회장 A씨와 그의 아들... ,http://news.tf.co.kr/read/national/1951571.htm
11,세영,[우리회사 창립기념일] 7월 11~17일,제민일보," ""최고 품질 제품 공급…고객 만족 제고"" ▶세영종합기계공구·세영산업안전 11일 창립 27주년을 맞는 세영종합기계공구·세영산업안전(대표 이정국)은 발전기, 철근기계, 각종 건설기계 전문 업체다. 그동안 최고 품질의... ",http://www.jemin.com/news/articleView.html?idxno=739932
12,세영,"이가영, ""우승위해서라면 우즈나 세영 언니처럼 원색 옷도 괜찮아""",파이낸셜뉴스," 않다""면서 ""지금은 강렬한 이미지를 보여줄 필요가 있다고 생각한다. 타이거 우즈의 붉은 티셔츠, 김세영 언니의 붉은 바지 등 강한 의지의 표현으로 원색 계열의 옷을 입고 경기에 나서는 것도 고려해 보겠다""고 했다. ",http://www.fnnews.com/news/202207011802389019
13,세영,"쉼터·법당 마련에 사비털어 간식까지…""탈북민도 우리 도반이죠""",법보신문," #수원사 회주 세영 스님 수원사 회주 세영 스님은 사회활동에 적극적이다. 낙동강 개발 반대, 북한산 살리기 등 환경운동에 앞장서 왔다. 스님은 여주 신륵사 주지를 맡으면서 여주시 복지 기반을 다지는데 열정을 쏟았다.... ",http://www.beopbo.com/news/articleView.html?idxno=310858
14,세영,"세영정보통신, KOBA 2022에서 휴대용 양방향 무선 송·수신기 'WiWi' 알린다....",에이빙뉴스, 휴대용 양방향 무선 송·수신기 'WiWi' 제품 2종 | 사진 제공 - 세영정보통신 세영정보통신㈜(대표 이세영)은 오는 6월 29일(수)부터 7월 1일(금)까지 서울 코엑스(COEX)에서 열리는 'KOBA 2022(제30회 국제 방송·미디어·음향... ,http://kr.aving.net/news/view.php?articleId=1723093&Branch_ID=kr&rssid=naver&mn_name=news
15,세영,‘제천 세영리첼’ 사상 최악의 분양률…20%대 ‘충격’,뉴데일리, 뉴데일리 김정원 기자 = ㈜삼태사가 시행하고 에쓰와이앤씨㈜가 시공하는 충북 제천시 장락동 622-6 일원의 ‘세영리첼’(장락동 에듀퍼스트)이 사상 최악의 분양률이 나왔다. 세영리첼 분양사무실과 제천시에... ,https://cc.newdaily.co.kr/site/data/html/2022/06/24/2022062400090.html
16,세영,"제천 장락초, 인근 아파트 건립으로 과밀학급 현실화",뉴스1, 충북 제천시교육지원청이 장락초등학교의 상황을 제대로 고려하지 않고 세영리첼과 e편한세상 아파트 건립을 승인해 준 것으로 드러나 비난이 일고 있다. 현재 장락초등학교 주변에는 2025년 준공을 목표로 세영리첼... ,https://www.news1.kr/articles/?4725530
17,세영,[충청브리핑] 미분양 신호탄?…제천 세영리첼 ‘20%대’ 최악의 분양률,뉴데일리," 뉴데일리 김정원 기자 = ◇최민호 당선인 인수위, 충청권 4개 시?도 건의방식 KTX 세종역 신설 ‘추진’ 이춘희 세종시장에 이어 최민호 세종시장 당선인 인수위가 ‘KTX 조치원역 정차’를 내년 하반기까지 실현하기로... ",https://cc.newdaily.co.kr/site/data/html/2022/06/27/2022062700002.html
18,세영,"[더벨][현장 인 스토리]'광트랜시버 명가' 라이트론, 연구소 투자 '잰걸음'",더벨, 자회사 '세영기술'을 본사 건물에 내재화하면서 작업 속도에 탄력이 붙기도 했다. 세영기술은 2005년 설립된 라이트론의 부품 제조 담당 자회사다. 라이트론이 지분 100%를 보유하고 있는 자회사로 설립 당시엔 청주에... ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202206201503005920101182
19,세영,3. 불교계 최초 탈북 가족형 쉼터 '연꽃쉼터',법보신문, 이 곳은 2017년 2월 세영 스님에 의해 설립된 불교계 최초 여성전용 탈북민 쉼터다. 당시 스님은 환경운동... 이는 사생활과 위험에 노출될 가능성이 큰 여성탈북민들에 대한 세영 스님의 배려였다. 연꽃쉼터 뒷편에 조성돼... ,http://www.beopbo.com/news/articleView.html?idxno=310523
