basDt,bizYear,crno,enpBzopPft,enpCptlAmt,enpCrtmNpf,enpSaleAmt,enpTastAmt,enpTcptAmt,enpTdbtAmt,fnclDcd,fnclDcdNm,fnclDebtRto,iclsPalClcAmt
20201231,2020,1311110466275,147578,200000,190350,2763367,1491306,771922,719384,120,요약별도재무정보,93.1938719197,192288
20181231,2018,1311110524362,24,20,22,504,93,42,51,110,요약연결재무제표,121.43,24
20191231,2019,1311110524362,50,20,46,1271,140,88,52,110,요약연결재무제표,59.09,51
20171231,2017,1311110463982,4638,20100,4462,153966,176112,23480,152632,120,요약별도재무정보,650.0511073253,4462
20181231,2018,1311110463982,-1476,50100,4504,131270,330093,57983,272110,120,요약별도재무정보,469.2927237293,4777
20191231,2019,1311110463982,-81212,50100,4704,369025,455801,62688,393113,120,요약별도재무정보,627.0944997447,5086
20201231,2020,1311110463982,-176708,50100,78679,508359,752210,141367,610843,120,요약별도재무정보,432.0973070094,79123
20161231,2016,1345110296506,-12997,50000,-4093,1300,45907,45907,0,120,요약별도재무정보,0,-4093
20171231,2017,1345110296506,-164533,50000,-149886,39010,399741,-103979,503720,120,요약별도재무정보,-484.443974264,-149886
20181231,2018,1345110296506,-35022,50000,-42589,155363,474748,-146568,621316,120,요약별도재무정보,-423.909721085,-42589
20161231,2016,1311110259373,428647,30000,332725,6876347,1887760,1069567,818193,120,요약별도재무정보,76.4975920162,401378
20171231,2017,1311110259373,459784,30000,347647,6276111,2137875,1399214,738661,120,요약별도재무정보,52.7911384534,394392
20181231,2018,1311110259373,657496,30000,511315,8550248,2789475,1892529,896946,120,요약별도재무정보,47.3940425747,613062
20191231,2019,1311110259373,682284,30000,580767,8412690,3120086,2455296,664790,120,요약별도재무정보,27.0757578719,699296
20161231,2016,1311110393725,85936,130090,86044,612455,855493,362482,493011,120,요약별도재무정보,136.0097880722,95365
20171231,2017,1311110393725,308897,130090,260407,1342840,1332039,622890,709149,120,요약별도재무정보,113.8481914944,296300
20181231,2018,1311110393725,29062,130090,50192,507325,2010953,673081,1337872,120,요약별도재무정보,198.7683503174,57556
20191231,2019,1311110393725,-17499,130090,12928,404725,2090426,686010,1404416,120,요약별도재무정보,204.7223801402,16017
20201231,2020,1311110393725,-258580,130090,-158958,465710,1484929,527052,957877,120,요약별도재무정보,181.7424087186,-158958
20161231,2016,1501110126636,235064,20000,155573,5353290,3035467,395668,2639799,120,요약별도재무정보,667.1752580446,155573
20171231,2017,1501110126636,470942,20000,371584,7004345,3833294,767253,3066041,120,요약별도재무정보,399.6127744042,376484
20181231,2018,1501110126636,414607,20000,93075,7190788,6702797,860327,5842470,120,요약별도재무정보,679.0987612849,160596
20191231,2019,1501110126636,352477,20000,163041,8618352,6691097,1023369,5667728,120,요약별도재무정보,553.8303388122,180902
20201231,2020,1501110126636,548878,20000,360919,11753575,7245441,1384287,5861154,120,요약별도재무정보,423.4059844526,436199
20161231,2016,1358110244558,-32848,10000,-15010,153314,84757,-48184,132941,120,요약별도재무정보,-275.9027893076,-15010
20171231,2017,1358110244558,-63090,10000,5883,302881,101145,-42300,143445,120,요약별도재무정보,-339.1134751773,5883
20181231,2018,1358110244558,28794,50000,24663,529564,100810,22363,78447,120,요약별도재무정보,350.7892501006,24663
20191231,2019,1358110244558,-17511,50000,15416,290386,146994,37780,109214,120,요약별도재무정보,289.078877713,15416
20171231,2017,1101114536665,222242,1169975,220624,2574853,2579959,994687,1585272,120,요약별도재무정보,159.3739538166,220624
20201231,2020,1101114536665,348049,1239142,297477,7474446,6741280,3997538,2743742,120,요약별도재무정보,68.635795332,389720
20171231,2017,1412110073167,-52,20,-52,32,57,-279,336,110,요약연결재무제표,0,-54
20181231,2018,1412110073167,304,20000,-2965,96188,106008,-281873,387881,120,요약별도재무정보,-137.6084264899,-2965
20191231,2019,1412110073167,55019,20000,40017,792789,138692,-241856,380548,120,요약별도재무정보,-157.3448663667,40017
20201231,2020,1412110073167,363934,176000,342530,1858494,491182,360674,130508,120,요약별도재무정보,36.1844768405,342530
20191231,2019,1101115005239,35235,50000,37320,485659,187449,119029,68420,120,요약별도재무정보,57.4817901519,40921
20171231,2017,1101113689564,-1676111,3020456,-1743951,337579,2958530,1775385,1183145,120,요약별도재무정보,66.6416016807,-1743951
20181231,2018,1101113689564,-876284,3399028,-836030,1046524,4011664,2926104,1085560,120,요약별도재무정보,37.0991598384,-836030
20191231,2019,1101113689564,-587512,3514412,-746971,2181811,6375730,5337862,1037868,120,요약별도재무정보,19.4435150253,-746971
20161231,2016,1101114456897,192,222,194,1443,1677,779,898,110,요약연결재무제표,115.28,194
20171231,2017,1101114456897,25,222,10,1720,1875,789,1086,110,요약연결재무제표,137.64,10
20181231,2018,1101114456897,16,222,10,1518,1624,799,825,110,요약연결재무제표,103.25,10
20191231,2019,1101114456897,134,222,116,1630,2094,915,1179,110,요약연결재무제표,128.85,116
20201231,2020,1101114456897,1065,222,882,3184,2861,1697,1164,110,요약연결재무제표,68.59,979
20181231,2018,1311110325760,199787,200000,316657,1274217,1018193,925912,92281,120,요약별도재무정보,9.9664978961,325050
20191231,2019,1311110325760,129626,200000,99911,1107448,1226478,1025823,200655,120,요약별도재무정보,19.5603919974,146686
20201231,2020,1311110325760,144872,200000,155090,1269178,1412489,1180913,231576,120,요약별도재무정보,19.6099119918,168983
20181231,2018,1311110509760,-82420,100000,-79271,421622,319850,30727,289123,120,요약별도재무정보,940.9411917857,-79271
20191231,2019,1311110509760,3826,350000,8665,1354409,732990,289393,443597,120,요약별도재무정보,153.2853248005,8665
20161231,2016,1101112854431,2037,530,1724,43007,18819,5114,13705,110,요약연결재무제표,267.99,2110
20171231,2017,1101112854431,1853,530,1441,43686,24758,6462,18296,110,요약연결재무제표,283.13,1883
20181231,2018,1101112854431,2704,529,2821,68828,26183,9171,17012,110,요약연결재무제표,185.5,3029
20191231,2019,1101112854431,1951,529,2247,63972,30435,11119,19316,110,요약연결재무제표,173.72,2449
20201231,2020,1101112854431,1560,530,1377,77033,32429,12300,20129,110,요약연결재무제표,163.65,1572
20161231,2016,1311110403178,33716,100000,34211,1312421,749672,154247,595425,120,요약별도재무정보,386.0204736558,35053
20171231,2017,1311110403178,46374,100000,40886,1195168,479337,195134,284203,120,요약별도재무정보,145.6450439185,42746
20181231,2018,1311110403178,9864,100000,16409,1335301,498872,211544,287328,120,요약별도재무정보,135.824225693,16409
20191231,2019,1311110403178,29076,100000,31199,1400452,597971,242743,355228,120,요약별도재무정보,146.3391323333,32449
20201231,2020,1311110403178,70,100,75,2698,690,318,372,110,요약연결재무제표,116.98,77
20191231,2019,1311110569938,77807,10000,68198,271786,294865,78198,216667,120,요약별도재무정보,277.0748612496,77808
20201231,2020,1311110569938,76929,10000,67036,857557,558926,145234,413692,120,요약별도재무정보,284.8451464533,75321
20181231,2018,1358110337353,0,100000,0,0,111938,108490,3448,120,요약별도재무정보,3.1781731035,0
20191231,2019,1358110337353,-76153,100000,-73628,83749,39254,34864,4390,120,요약별도재무정보,12.5917852225,-72746
20201231,2020,1358110337353,-1420,100000,74,116846,51405,34938,16467,120,요약별도재무정보,47.1320625107,74
20181231,2018,1244110286931,48462,28861,48461,764984,94872,28861,66011,120,요약별도재무정보,228.7204185579,48461
20191231,2019,1244110286931,74463,39851,69037,1141333,115533,39851,75682,120,요약별도재무정보,189.9124237785,69037
20201231,2020,1244110286931,73567,105030,65179,967981,487082,105030,382052,120,요약별도재무정보,363.7551175854,65179
20161231,2016,1201110640872,35,180,31,141,363,163,200,110,요약연결재무제표,122.7,31
20171231,2017,1201110640872,-16478,180000,-23103,116873,441830,139959,301871,120,요약별도재무정보,215.6853078401,-23103
20181231,2018,1201110640872,-47727,180000,-57675,198036,468849,82285,386564,120,요약별도재무정보,469.7867168985,-57675
20161231,2016,1211110170307,437,200,350,6319,5388,1805,3583,110,요약연결재무제표,198.5,390
20171231,2017,1211110170307,162219,200000,87055,5773273,6252717,1891892,4360825,120,요약별도재무정보,230.5007368285,87055
20181231,2018,1211110170307,492,200,390,7607,5643,1674,3969,110,요약연결재무제표,237.1,390
20191231,2019,1211110170307,723139,200000,695337,9376901,6619042,2405023,4214019,120,요약별도재무정보,175.2174095632,695337
20201231,2020,1211110170307,783,200,741,9999,7692,2038,5654,110,요약연결재무제표,277.43,741
20161231,2016,1201110797350,93778,50000,90726,974450,1140170,140725,999445,120,요약별도재무정보,710.2114052229,90726
20171231,2017,1201110797350,282882,50000,260676,2961584,1194277,401402,792875,120,요약별도재무정보,197.5264198982,260676
20181231,2018,1201110797350,257604,50000,240100,2400739,1309620,641502,668118,120,요약별도재무정보,104.1490127856,240100
20191231,2019,1201110797350,194575,50000,188239,1717853,1366180,829740,536440,120,요약별도재무정보,64.6515776026,188239
20201231,2020,1201110797350,177,50,187,1771,1441,1017,424,110,요약연결재무제표,41.69,187
20161231,2016,1246110247161,21672,200000,30084,274619,392291,373828,18463,120,요약별도재무정보,4.9389023829,30084
20171231,2017,1246110247161,17413,200000,25092,298895,421182,395277,25905,120,요약별도재무정보,6.5536320099,25092
20181231,2018,1246110247161,2672,200000,11564,136033,437305,401029,36276,120,요약별도재무정보,9.0457298599,11564
20191231,2019,1246110247161,-31599,200000,-23667,78020,394156,375356,18800,120,요약별도재무정보,5.0085785227,-23667
20201231,2020,1246110247161,5843,200000,14625,379300,415756,389981,25775,120,요약별도재무정보,6.6092963503,14625
20161231,2016,1201110353392,123646,50000,113476,1580251,1183393,1055122,128271,120,요약별도재무정보,12.1569827944,127412
20171231,2017,1201110353392,130052,50000,115772,1677821,1237364,1170893,66471,120,요약별도재무정보,5.6769491319,126165
20181231,2018,1201110353392,-34534,50000,-32471,1154815,1199666,1138422,61244,120,요약별도재무정보,5.379727377,-32471
20191231,2019,1201110353392,4063,50000,18120,1623139,1359198,1156542,202656,120,요약별도재무정보,17.5225802435,18120
20201231,2020,1201110353392,-156333,50000,-107165,1363563,1286540,1049378,237162,120,요약별도재무정보,22.6002450975,-107165
20191231,2019,1201111108803,29,20,25,486,20,20,0,110,요약연결재무제표,0,25
20201231,2020,1201111108803,48613,50000,41011,379697,550305,90820,459485,120,요약별도재무정보,505.9293107245,48011
20201231,2020,1201111055880,74,200,68,390,382,268,114,110,요약연결재무제표,42.54,74
20201231,2020,1201111067570,34,100,36,142,143,136,7,110,요약연결재무제표,5.15,36
20161231,2016,1201110408600,38335,150000,41583,253343,345513,265672,79841,120,요약별도재무정보,30.0524707157,46133
20171231,2017,1201110408600,-7308,150000,3349,129941,328424,269021,59403,120,요약별도재무정보,22.0811758189,3999
20161231,2016,1101111877632,427921,200000,318591,31781863,18385784,7000732,11385052,120,요약별도재무정보,162.6265939047,344275
20171231,2017,1101111877632,4215,200,3067,62328,28520,10068,18452,110,요약연결재무제표,183.27,3473
20181231,2018,1101111877632,3184210,200000,2922423,79151116,28381315,12990179,15391136,120,요약별도재무정보,118.4828630921,3308545
20191231,2019,1101111877632,5486158,347520,4785988,75741323,54624390,36403489,18220901,120,요약별도재무정보,50.0526227032,5415252
20201231,2020,1101111877632,6147,4078,6238,67061,60760,39642,21118,110,요약연결재무제표,53.27,6265
20181231,2018,1101116609329,-196,10,-201,1,23,-208,231,110,요약연결재무제표,0,-201
20191231,2019,1101116609329,-294,10,-120,72,21,-328,349,110,요약연결재무제표,0,-120
20201231,2020,1101116609329,-233,11,-104,123,74,-364,438,110,요약연결재무제표,0,-104
20161231,2016,1201110844812,24587,50000,22864,408040,424517,72864,351653,120,요약별도재무정보,482.6155577514,24587
20171231,2017,1201110844812,521277,50000,459388,3312776,1061622,532251,529371,120,요약별도재무정보,99.458901909,527618
20181231,2018,1201110844812,44830,50000,42131,1176843,1281680,474382,807298,120,요약별도재무정보,170.1788853708,46851
20191231,2019,1201110844812,22118,50000,9802,762367,1172882,424185,748697,120,요약별도재무정보,176.5024694413,12788
20171231,2017,1201110557093,-29394,150000,-19690,877294,3912220,1381196,2531024,120,요약별도재무정보,183.2487206739,-6935
20181231,2018,1201110557093,-342232,150000,-373884,1500056,3993414,1007312,2986102,120,요약별도재무정보,296.4426116238,-373577
20191231,2019,1201110557093,312770,150000,207304,2937328,2828509,1214617,1613892,120,요약별도재무정보,132.8725021961,207304
20201231,2020,2802110212155,-46,1,-8,0,1,-7,8,110,요약연결재무제표,0,-8
20191231,2019,1101116780822,-16,1,-16,52,188,186,2,110,요약연결재무제표,1.08,-16
20201231,2020,1101116780822,-28,1,-12,89,183,174,9,110,요약연결재무제표,5.17,-12
20161231,2016,1701110213231,13634001,5430569,10269469,69560408,105763664,45922059,59841605,120,요약별도재무정보,130.311241053,12174349
20171231,2017,1701110213231,9440610,5430569,4290653,74332277,127273601,50212712,77060889,120,요약별도재무정보,153.4688845326,5218217
20181231,2018,1701110213231,15022784,5430568,10437055,81282044,159574905,60980326,98594579,120,요약별도재무정보,161.6826039926,13788711
20201231,2020,1701110213231,15395654,5430568,5158742,104326599,167224794,73318575,93906219,120,요약별도재무정보,128.0797110418,6492529
20161231,2016,2201110091206,9521,200000,10570,1848932,2437757,711573,1726184,120,요약별도재무정보,242.5870571255,10570
20171231,2017,2201110091206,87215,200000,49569,2176422,2734571,758068,1976503,120,요약별도재무정보,260.7289847348,49569
20181231,2018,2201110091206,174520,200000,107800,2695037,2897815,853460,2044355,120,요약별도재무정보,239.5372952452,107800
20191231,2019,2201110091206,194,200,111,3106,3475,948,2527,110,요약연결재무제표,266.56,113
20201231,2020,2201110091206,-283,200,-240,1853,3215,694,2521,110,요약연결재무제표,363.26,-240
20191231,2019,1201111027730,-415,343000,-180,34237,475007,342820,132187,120,요약별도재무정보,38.5587188612,-180
20201231,2020,1201111027730,17823,343000,17743,1812045,1119850,360563,759287,120,요약별도재무정보,210.5837260062,17743
20181231,2018,1101116818714,-20,10,-18,23,5,-8,13,110,요약연결재무제표,0,-18
20191231,2019,1101116818714,-261,10,-230,59,113,-239,352,110,요약연결재무제표,0,-230
20201231,2020,1101116818714,-87,29,-59,22,235,-8,243,110,요약연결재무제표,0,-59
20161231,2016,1101115599555,161291,50000,123101,1333068,535373,192452,342921,120,요약별도재무정보,178.1852098185,138315
20171231,2017,1101115599555,61676,50000,40169,1390859,674566,232621,441945,120,요약별도재무정보,189.9849970552,45147
20181231,2018,1101115599555,36017,50000,13327,1231887,674143,245948,428195,120,요약별도재무정보,174.0998097158,15486
20191231,2019,1101115599555,231908,50000,198177,1144136,963964,444123,519841,120,요약별도재무정보,117.0488806028,216675
20201231,2020,1101115599555,27,50,114,1229,974,513,461,110,요약연결재무제표,89.86,122
20191231,2019,1101117118668,40409,1,24808,1388348,375587,24809,350778,120,요약별도재무정보,1413.9143052924,24808
20201231,2020,1101117118668,74268,20001,85228,739840,428853,129549,299304,120,요약별도재무정보,231.0353611374,87956
20161231,2016,1211110137232,36265,100000,43373,1088613,1871003,1062421,808582,120,요약별도재무정보,76.1074941101,43984
20171231,2017,1211110137232,106999,100000,62748,1209989,2318298,1125169,1193129,120,요약별도재무정보,106.0399815494,63407
20181231,2018,1211110137232,85864,100000,56434,943722,1999439,1181603,817836,120,요약별도재무정보,69.2141099844,57293
20191231,2019,1211110137232,96429,100000,58480,1162420,2826853,1240083,1586770,120,요약별도재무정보,127.9567577331,59071
20201231,2020,1211110137232,114889,100000,120387,1680086,2699668,1360470,1339198,120,요약별도재무정보,98.4364227068,121637
20191231,2019,1101117197034,-5,1,-5,0,0,-4,4,110,요약연결재무제표,0,-5
20201231,2020,1101117197034,-32,1,-32,0,2,-36,38,110,요약연결재무제표,0,-32
20161231,2016,1201110537029,49383,100000,42084,1239135,773111,289314,483797,120,요약별도재무정보,167.2221185286,42084
20171231,2017,1201110537029,34096,100000,25960,932109,896625,314926,581699,120,요약별도재무정보,184.709741336,26209
20181231,2018,1201110537029,76381,100000,23733,1219981,1432226,338659,1093567,120,요약별도재무정보,322.9109517243,23940
20191231,2019,1201110537029,66039,100000,42104,1366489,1448869,345763,1103106,120,요약별도재무정보,319.0352929607,42561
20201231,2020,1201110537029,74524,100000,54079,1439173,1410255,359842,1050413,120,요약별도재무정보,291.909504727,54079
20181231,2018,1101114725242,-11399,250000,-52595,2356224,1937776,76184,1861592,120,요약별도재무정보,2443.5472015121,-52595
20191231,2019,1101114725242,18817,250000,23575,2936758,1902095,99760,1802335,120,요약별도재무정보,1806.671010425,23575
20161231,2016,1101115729144,7,99,2,420,451,39,412,110,요약연결재무제표,1056.41,2
20171231,2017,1101115729144,-210,100,-214,23,269,-175,444,110,요약연결재무제표,0,-214
20181231,2018,1101115729144,35,105,47,359,454,114,340,110,요약연결재무제표,298.25,47
20191231,2019,1101115729144,18,105,8,434,443,122,321,110,요약연결재무제표,263.11,8
20201231,2020,1101115729144,24,105,14,169,531,135,396,110,요약연결재무제표,293.33,14
20181231,2018,1101116711413,-140024,30000,-141343,31350,11557,-111343,122900,120,요약별도재무정보,-110.3796376961,-141343
20191231,2019,1211110369835,-54285,20000,-35234,0,87676,-15234,102910,120,요약별도재무정보,-675.5284232637,-35234
20201231,2020,1211110369835,-157787,70000,2324,29304,142340,36543,105797,120,요약별도재무정보,289.5137235585,2324
20201231,2020,1201111083948,107,10,98,340,140,108,32,110,요약연결재무제표,29.63,111
20201231,2020,1201110989585,7288,50000,67133,692394,374243,131667,242576,120,요약별도재무정보,184.2344702924,67133
20161231,2016,1101115759935,-51,10,-34,17,179,-32,211,110,요약연결재무제표,0,-34
20171231,2017,1101115759935,-60,108,-9,74,571,56,515,110,요약연결재무제표,919.64,-9
20181231,2018,1101115759935,-178,108,-171,29,693,-115,808,110,요약연결재무제표,0,-171
20191231,2019,1101115759935,-104,108,2,110,758,-114,872,110,요약연결재무제표,0,2
20201231,2020,1101115759935,-4,132,116,196,1089,203,886,110,요약연결재무제표,436.45,116
20191231,2019,1101117200027,-26997,1000,-254,0,3054,746,2308,120,요약별도재무정보,309.383378016,-254
20201231,2020,1101117200027,-108090,1047,12785,34860,84101,58392,25709,120,요약별도재무정보,44.0282915467,12785
20181231,2018,1201110570285,367296,50000,359870,4359095,2447221,1717328,729893,120,요약별도재무정보,42.5016653778,363505
20191231,2019,1201110570285,274184,50000,295329,4760689,3319916,2012656,1307260,120,요약별도재무정보,64.9519838462,299315
20201231,2020,1201110570285,315065,50000,306115,5995642,2884919,2318771,566148,120,요약별도재무정보,24.4158651285,310321
20171231,2017,1201110877615,-5,20,-5,43,19,15,4,110,요약연결재무제표,26.67,-5
20181231,2018,1201110877615,-47,20,-47,25,75,-32,107,110,요약연결재무제표,0,-47
20191231,2019,1201110877615,-129,20,38,163,341,6,335,110,요약연결재무제표,5583.33,38
20201231,2020,1201110877615,4,20,4,362,272,10,262,110,요약연결재무제표,2620,4
20161231,2016,1201110177354,361876,450000,331034,8687521,2621372,2195116,426256,120,요약별도재무정보,19.4183815342,385458
20171231,2017,1201110177354,303753,450000,238507,6431692,3027092,2227944,799148,120,요약별도재무정보,35.8693037167,271375
20181231,2018,1201110177354,295119,450000,242656,6028220,3430558,2460631,969927,120,요약별도재무정보,39.4178159992,276252
20191231,2019,1201110177354,269887,450000,221775,5566918,3306926,2683501,623425,120,요약별도재무정보,23.2317781882,252442
20201231,2020,1201110177354,-497611,450000,-505548,2084538,2879743,2181105,698638,120,요약별도재무정보,32.0313785902,-505548
20161231,2016,1301110048313,238817,200000,281189,3313491,2012873,1109855,903018,120,요약별도재무정보,81.3636015515,282296
20171231,2017,1301110048313,272120,200000,261984,3936962,2481056,1371839,1109217,120,요약별도재무정보,80.8562083451,263426
20181231,2018,1301110048313,103177,200000,59864,1725400,2225352,1431702,793650,120,요약별도재무정보,55.4340218844,63111
20191231,2019,1301110048313,12486,200000,155761,2258614,2147356,1587463,559893,120,요약별도재무정보,35.269672427,156425
20201231,2020,1301110048313,72468,200000,165558,2716211,2364749,1753021,611728,120,요약별도재무정보,34.8956458593,165558
20181231,2018,1201110948325,8965,1000,8074,359565,59102,9074,50028,120,요약별도재무정보,551.3334802733,8971
20191231,2019,1201110948325,216656,1000,208774,3235819,392385,217848,174537,120,요약별도재무정보,80.1187066211,229212
20161231,2016,1201110557283,171438,100000,172108,1189625,693005,433884,259121,120,요약별도재무정보,59.7212619041,173906
20171231,2017,1201110557283,176981,100000,198077,1106826,850306,595962,254344,120,요약별도재무정보,42.6778888586,200079
20181231,2018,1201110557283,396173,100000,416846,1379870,1365006,976808,388198,120,요약별도재무정보,39.7414845087,423859
20191231,2019,1201110557283,356476,100000,389141,1819316,1863998,1329949,534049,120,요약별도재무정보,40.1555999515,400377
20201231,2020,1201110557283,292294,100000,346409,1754138,2169301,1640359,528942,120,요약별도재무정보,32.2455023564,355156
20181231,2018,1201110920323,88575,150000,88655,708090,420162,238655,181507,120,요약별도재무정보,76.0541367245,88655
20191231,2019,1201110920323,172104,150000,164417,1909512,481869,353083,128786,120,요약별도재무정보,36.4747099124,172400
20161231,2016,1211110274274,18451,30000,16993,259216,135301,56529,78772,120,요약별도재무정보,139.3479453024,17353
20171231,2017,1211110274274,146679,60000,126463,618052,494741,212992,281749,120,요약별도재무정보,132.2814941406,142093
20181231,2018,1211110274274,6574,60000,16487,633813,752849,229479,523370,120,요약별도재무정보,228.0687993236,18525
20191231,2019,1701110709454,-155,200,-41,198,294,159,135,110,요약연결재무제표,84.91,-41
20201231,2020,1701110709454,21,200,26,780,839,185,654,110,요약연결재무제표,353.51,26
20171231,2017,1760110112356,-11,10,-11,0,103,-1,104,110,요약연결재무제표,0,-11
20181231,2018,1760110112356,-16,12,-10,0,351,125,226,110,요약연결재무제표,180.8,-10
20191231,2019,1760110112356,247,12,238,294,967,530,437,110,요약연결재무제표,82.45,238
20201231,2020,1760110112356,-156,13,-228,150,858,303,555,110,요약연결재무제표,183.17,-228
20161231,2016,1701110438920,146,50,116,4102,1662,835,827,110,요약연결재무제표,99.04,129
20171231,2017,1701110438920,228,50,155,5142,1776,990,786,110,요약연결재무제표,79.39,160
20181231,2018,1701110438920,131,50,115,4124,2161,1105,1056,110,요약연결재무제표,95.57,130
20191231,2019,1701110438920,116,50,52,3155,2484,1157,1327,110,요약연결재무제표,114.69,64
20201231,2020,1701110438920,85079,50000,32697,1992877,2641062,1189642,1451420,120,요약별도재무정보,122.0047711832,40455
20161231,2016,1701110597346,91361,50000,89648,3598393,691516,139648,551868,120,요약별도재무정보,395.1850366636,89665
20171231,2017,1701110597346,158,50,142,5473,861,282,579,110,요약연결재무제표,205.32,155
20181231,2018,1701110597346,185088,50000,172085,6415655,1338696,454022,884674,120,요약별도재무정보,194.8526723374,190932
20191231,2019,1701110597346,234,50,226,7876,1571,665,906,110,요약연결재무제표,136.24,241
20201231,2020,1701110597346,250563,50000,222062,8194436,2311680,871614,1440066,120,요약별도재무정보,165.2183191183,259265
20170630,2017,1701110610130,37804,20000,36494,505479,241501,56494,185007,120,요약별도재무정보,327.4807944206,36494
20161231,2016,1701110586183,35473,50,37020,148670,94467,36886,57581,120,요약별도재무정보,156.1052974028,37020
20181231,2018,1701110586183,141527,50000,138719,784093,648604,283238,365366,120,요약별도재무정보,128.9961092791,144849
20191231,2019,1701110586183,2502,50000,-19797,491212,437788,263441,174347,120,요약별도재무정보,66.1806628429,-3496
20201231,2020,1701110586183,-82574,50000,-72660,378130,443914,190781,253133,120,요약별도재무정보,132.6824998296,-72636
20181231,2018,1701110673815,264721,10000,237528,804041,552625,247528,305097,120,요약별도재무정보,123.2575708606,267014
20161231,2016,2301110112927,729603,300000,301583,40547068,10673650,3783928,6889722,120,요약별도재무정보,182.0785702053,375013
20191231,2019,1701110714247,18,30,25,303,411,55,356,110,요약연결재무제표,647.27,25
20161231,2016,1701110271148,1144,100,940,23484,11621,8737,2884,110,요약연결재무제표,33.01,1189
20171231,2017,1701110271148,1654,100,1297,28253,14043,9834,4209,110,요약연결재무제표,42.8,1534
20181231,2018,1701110271148,697,100,310,26853,13906,9663,4243,110,요약연결재무제표,43.91,681
20191231,2019,1701110271148,898,85,766,33012,15305,9311,5994,110,요약연결재무제표,64.38,976
20161231,2016,1748110023369,438,100,299,6364,4911,3841,1070,110,요약연결재무제표,27.86,316
20171231,2017,1748110023369,237834,100000,147722,5515680,6258687,3988992,2269695,120,요약별도재무정보,56.8989609405,191412
20181231,2018,1748110023369,173949,100000,115604,5892560,6445951,4104596,2341355,120,요약별도재무정보,57.0422765115,134532
20191231,2019,1748110023369,154330,100000,106452,4949365,6682400,4211049,2471351,120,요약별도재무정보,58.6873009551,116227
20201231,2020,1748110023369,57100,100000,97992,4205172,7227092,4309041,2918051,120,요약별도재무정보,67.7192674657,107887
20191231,2019,1701110714528,357,50,372,1071,617,421,196,110,요약연결재무제표,46.56,372
20161231,2016,1942110022608,379,500,209,6643,4918,2292,2626,110,요약연결재무제표,114.57,209
20171231,2017,1942110022608,56,500,5,6107,5047,2082,2965,110,요약연결재무제표,142.41,5
20181231,2018,1942110022608,-96,500,-152,4884,5594,1931,3663,110,요약연결재무제표,189.69,-152
20191231,2019,1942110022608,-381,500,-475,4801,3823,1456,2367,110,요약연결재무제표,162.57,-475
20201231,2020,1942110022608,402,500,322,4334,6562,1778,4784,110,요약연결재무제표,269.07,322
20171231,2017,1942110215740,92039,202000,84442,969776,1108224,979605,128619,120,요약별도재무정보,13.1296798199,105254
20181231,2018,1942110215740,274636,202000,284325,2362805,1618210,1263930,354280,120,요약별도재무정보,28.0300333088,293432
20191231,2019,1942110215740,252028,202000,238184,2086425,1901798,1352114,549684,120,요약별도재무정보,40.6536726932,270823
20201231,2020,1942110215740,90189,202000,80555,2281241,1618518,1232669,385849,120,요약별도재무정보,31.3019147881,109621
20161231,2016,1351110103534,100052,200380,62019,4743478,2625851,1391839,1234012,120,요약별도재무정보,88.6605419161,62019
20171231,2017,1351110103534,150593,200379,103035,4355151,3454408,1494871,1959537,120,요약별도재무정보,131.0840199589,103035
20181231,2018,1351110103534,117507,200380,80671,3108182,2897499,1575543,1321956,120,요약별도재무정보,83.9047871114,81509
20191231,2019,1351110103534,181188,200380,152561,3070863,2581260,1728105,853155,120,요약별도재무정보,49.3693959568,152561
20181231,2018,1901110036019,37783,505000,38350,886069,2020010,1730209,289801,120,요약별도재무정보,16.7494793981,55956
20191231,2019,1901110036019,64196,505000,62982,778592,2046625,1794533,252092,120,요약별도재무정보,14.0477773325,70934
20201231,2020,1901110036019,91685,505000,105458,1964131,2190560,1900315,290245,120,요약별도재무정보,15.2735204426,114887
20171231,2017,1942110084111,19,50,9,337,464,292,172,110,요약연결재무제표,58.9,9
20181231,2018,1942110084111,49,50,53,344,670,345,325,110,요약연결재무제표,94.2,54
20191231,2019,1942110084111,62,50,58,1078,1014,404,610,110,요약연결재무제표,150.99,61
20201231,2020,1942110084111,9,50,3,471,1405,407,998,110,요약연결재무제표,245.21,6
20161231,2016,1942110091611,-80793,200000,-94178,850071,374721,251209,123512,120,요약별도재무정보,49.1670282513,-94178
20171231,2017,1942110091611,42342,200000,33070,1114688,343043,284021,59022,120,요약별도재무정보,20.7808577534,33070
20181231,2018,1942110091611,34664,200000,34535,1133855,565996,318557,247439,120,요약별도재무정보,77.6749529911,34535
20201231,2020,1942110319823,12472,10000,14144,169989,102796,24144,78652,120,요약별도재무정보,325.762094102,14144
20181231,2018,1942110211037,262093,600000,184193,3531648,4687482,950436,3737046,120,요약별도재무정보,393.1928083532,184193
20201231,2020,1942110211037,-184663,600000,139060,3737610,5717724,1297784,4419940,120,요약별도재무정보,340.5759355948,139060
20161231,2016,1942110064593,182,50,213,1870,1865,1378,487,110,요약연결재무제표,35.34,230
20171231,2017,1942110064593,77,50,92,1707,2487,1470,1017,110,요약연결재무제표,69.18,117
20181231,2018,1942110064593,88,49,87,1522,2598,1557,1041,110,요약연결재무제표,66.86,97
